ID,debateDate,debatePeriod,debateConference,debateSitting,debateVideoLink,debateSittingLink,fileLocalName,fileLocalPath,fileLocalSize,fileLocalExists,fileLocalDowDate,fileRemote,fileRemotePDF
1,1670796000000,ΙΗ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),Δ' Σύνοδος,ΜΓ',,https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=13855c09-42ee-417e-aa7b-af6901850622,20221212001520.docx,C:\\Users\johnp\Documents\ECE_NTUA\diploma\diploma_dataset_github\raw_text_data\all_files,1769031,1,1670933814217,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20221212001520.docx,
2,1670536800000,ΙΗ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),Δ' Σύνοδος,ΜΒ',https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#aab6b513-6272-40ff-badd-af6700e9d9c3,https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=b634d784-f42e-447a-bd87-af66015073f4,20221209001518.docx,C:\\Users\johnp\Documents\ECE_NTUA\diploma\diploma_dataset_github\raw_text_data\all_files,1280278,1,1670933814214,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20221209001518.docx,
3,1670450400000,ΙΗ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),Δ' Σύνοδος,ΜΑ',https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#e1f08ff9-9235-451d-8dc3-af6600cf1c37,https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=738b371f-cb4a-4a48-9134-af660028ebb0,20221208001519.docx,C:\\Users\johnp\Documents\ECE_NTUA\diploma\diploma_dataset_github\raw_text_data\all_files,491542,1,1670933814211,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20221208001519.docx,
4,1670364000000,ΙΗ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),Δ' Σύνοδος,Μ',https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#a90b3760-eca3-46af-b76e-af6401182313,https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=56dc7276-aebe-4ba7-ae8d-af640126a1f9,20221207001516_1.docx,C:\\Users\johnp\Documents\ECE_NTUA\diploma\diploma_dataset_github\raw_text_data\all_files,246950,1,1670933814208,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20221207001516_1.docx,
5,1670277600000,ΙΗ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),Δ' Σύνοδος,ΛΘ',https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#423710cc-edda-422a-8648-af6301528662,https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=b8f10ab5-aaca-45dd-b3bf-af630132f265,20221206001515_1.docx,C:\\Users\johnp\Documents\ECE_NTUA\diploma\diploma_dataset_github\raw_text_data\all_files,269809,1,1670933814205,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20221206001515_1.docx,
6,1670191200000,ΙΗ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),Δ' Σύνοδος,ΛΗ',https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#16e9632d-b4ec-401c-bbec-af6300b0e1aa,https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=9c6b3ded-d8cb-4046-b850-af62012294eb,20221205001514_1.docx,C:\\Users\johnp\Documents\ECE_NTUA\diploma\diploma_dataset_github\raw_text_data\all_files,115111,1,1670933814202,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20221205001514_1.docx,
7,1669932000000,ΙΗ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),Δ' Σύνοδος,ΛΖ',https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#9d5edb43-f0a0-4e51-9122-af5f00fea7b4,https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=b62c61e2-fa47-4ff6-8bd1-af5f01134164,20221202001513_1.docx,C:\\Users\johnp\Documents\ECE_NTUA\diploma\diploma_dataset_github\raw_text_data\all_files,290111,1,1670933814199,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20221202001513_1.docx,
8,1669845600000,ΙΗ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),Δ' Σύνοδος,ΛΣΤ',https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#72fb0b6f-f27d-40b2-89c9-af5f00b66034,https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=2858e891-df96-4041-8697-af5f0011b126,20221201001512_1.docx,C:\\Users\johnp\Documents\ECE_NTUA\diploma\diploma_dataset_github\raw_text_data\all_files,546636,1,1670933814195,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20221201001512_1.docx,
9,1669759200000,ΙΗ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),Δ' Σύνοδος,ΛΕ',https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#0f581ad1-1520-4409-971d-af5d00b5bcbf,https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=4c70c0ff-587e-474e-8ce3-af5d00b0b765,20221130001511_1.docx,C:\\Users\johnp\Documents\ECE_NTUA\diploma\diploma_dataset_github\raw_text_data\all_files,35475,1,1670933814192,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20221130001511_1.docx,
10,1669672800000,ΙΗ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),Δ' Σύνοδος,ΛΔ',https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#2365b39d-7429-4c4e-9464-af5c00fc533c,https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=c3ac4e21-8446-4187-8638-af5c00ff25ba,20221129001510_1.docx,C:\\Users\johnp\Documents\ECE_NTUA\diploma\diploma_dataset_github\raw_text_data\all_files,149509,1,1670933814189,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20221129001510_1.docx,
11,1669586400000,ΙΗ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),Δ' Σύνοδος,ΛΓ',https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#7a0c8ae1-57f4-4bf3-be24-af5c00b35d83,https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=17908645-9d1b-48f8-86a4-af5b01460def,20221128001509_1.docx,C:\\Users\johnp\Documents\ECE_NTUA\diploma\diploma_dataset_github\raw_text_data\all_files,224894,1,1670933814186,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20221128001509_1.docx,
12,1669327200000,ΙΗ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),Δ' Σύνοδος,ΛΒ',https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#912e4099-a78c-4673-a914-af5800c274be,https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=8ad8d50a-47ca-4a6e-bc39-af5800bfe480,20221125001508_1.docx,C:\\Users\johnp\Documents\ECE_NTUA\diploma\diploma_dataset_github\raw_text_data\all_files,31080,1,1670933814183,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20221125001508_1.docx,
13,1669240800000,ΙΗ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),Δ' Σύνοδος,ΛΑ',https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#1156e194-d605-4acd-b74b-af5800c1a3c0,https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=98ff601f-aa55-4ce7-aaa0-af58001d5a7d,20221124001507_1.docx,C:\\Users\johnp\Documents\ECE_NTUA\diploma\diploma_dataset_github\raw_text_data\all_files,529090,1,1670933814180,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20221124001507_1.docx,
14,1669154400000,ΙΗ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),Δ' Σύνοδος,Λ',https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#1393a677-acde-469a-9295-af5600be57f8,https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=8e0999d0-471d-4206-8dc5-af5600bae093,20221123001506_1.docx,C:\\Users\johnp\Documents\ECE_NTUA\diploma\diploma_dataset_github\raw_text_data\all_files,42968,1,1670933814177,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20221123001506_1.docx,
15,1669068000000,ΙΗ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),Δ' Σύνοδος,ΚΘ',https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#673c6df1-74bd-4ba3-b74c-af5600b866b2,https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=9661c29d-738c-4edc-918c-af550136038a,20221122001505_1.docx,C:\\Users\johnp\Documents\ECE_NTUA\diploma\diploma_dataset_github\raw_text_data\all_files,261257,1,1670933814173,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20221122001505_1.docx,
16,1668981600000,ΙΗ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),Δ' Σύνοδος,ΚΗ',https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#6d6e8902-953e-4873-a152-af5500b084ee,https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=6bf0eea7-0ba1-4b14-8347-af540131afe0,20221121001504.docx,C:\\Users\johnp\Documents\ECE_NTUA\diploma\diploma_dataset_github\raw_text_data\all_files,211850,1,1670933814170,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20221121001504.docx,
17,1668722400000,ΙΗ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),Δ' Σύνοδος,ΚΖ',https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#da900b48-9ef9-4b0f-a925-af5100fb1a80,https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=0ec1eda8-7159-405d-bb8e-af5100e5858e,20221118001503_1.docx,C:\\Users\johnp\Documents\ECE_NTUA\diploma\diploma_dataset_github\raw_text_data\all_files,103141,1,1670933814166,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20221118001503_1.docx,
18,1668636000000,ΙΗ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),Δ' Σύνοδος,ΚΣΤ',https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#e3a40dbe-ed6d-477f-8a91-af5000bf8805,https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=1a9ad45c-8843-436d-af39-af5001278d11,20221117001502_1.docx,C:\\Users\johnp\Documents\ECE_NTUA\diploma\diploma_dataset_github\raw_text_data\all_files,231517,1,1670933814163,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20221117001502_1.docx,
19,1668549600000,ΙΗ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),Δ' Σύνοδος,ΚΕ',https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#1d5f19aa-618f-4eaf-a8ce-af5000b459f9,https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=143cad0d-fd82-47e5-a267-af4f016700fd,20221116001501_1.docx,C:\\Users\johnp\Documents\ECE_NTUA\diploma\diploma_dataset_github\raw_text_data\all_files,435114,1,1670933814160,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20221116001501_1.docx,
20,1668376800000,ΙΗ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),Δ' Σύνοδος,ΚΔ',https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#21b6c66c-231f-4e6b-8637-af4e00b30b2c,https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=b6fa0190-0ae5-4b4c-88b1-af4d0154fa69,20221114001500_1.docx,C:\\Users\johnp\Documents\ECE_NTUA\diploma\diploma_dataset_github\raw_text_data\all_files,247490,1,1670933814157,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20221114001500_1.docx,
21,1668117600000,ΙΗ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),Δ' Σύνοδος,ΚΓ',https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#84c06d6e-b11f-46db-9b40-af4a0145246b,https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=aaef4818-8de5-4024-81ee-af4a012bc4ca,20221111001499_1.docx,C:\\Users\johnp\Documents\ECE_NTUA\diploma\diploma_dataset_github\raw_text_data\all_files,272019,1,1670933814154,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20221111001499_1.docx,
22,1668031200000,ΙΗ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),Δ' Σύνοδος,ΚΒ',https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#d6bc930b-680d-411a-934c-af49015fe7aa,https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=7c58a5a1-2d94-4425-bed0-af4901205588,20221110001498_1.docx,C:\\Users\johnp\Documents\ECE_NTUA\diploma\diploma_dataset_github\raw_text_data\all_files,229207,1,1670933814151,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20221110001498_1.docx,
23,1667772000000,ΙΗ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),Δ' Σύνοδος,ΚΑ',https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#5f04ba7f-eb0e-4628-b514-af4700addefb,https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=3759a931-8b34-48eb-bac3-af46014bde3c,20221107001497_1.docx,C:\\Users\johnp\Documents\ECE_NTUA\diploma\diploma_dataset_github\raw_text_data\all_files,113152,1,1670933814147,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20221107001497_1.docx,
24,1667512800000,ΙΗ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),Δ' Σύνοδος,Κ',https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#a039317c-5dfd-4f5c-b975-af4300c4e086,https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=d538e609-b2d3-4b25-ac9c-af4300bf38be,20221104001496_1.docx,C:\\Users\johnp\Documents\ECE_NTUA\diploma\diploma_dataset_github\raw_text_data\all_files,72057,1,1670933814144,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20221104001496_1.docx,
25,1667426400000,ΙΗ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),Δ' Σύνοδος,ΙΘ',https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#e63a3cb5-9596-477e-a34c-af4300ae04e2,https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=387a3314-68df-4690-ad39-af42014bce26,20221103001495_1.docx,C:\\Users\johnp\Documents\ECE_NTUA\diploma\diploma_dataset_github\raw_text_data\all_files,298303,1,1670933814141,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20221103001495_1.docx,
26,1667253600000,ΙΗ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),Δ' Σύνοδος,ΙΗ',https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#c0f6be70-304c-489b-8964-af4100aaf918,https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=56916794-1dde-4269-a2c3-af40011d6244,20221101001494_1.docx,C:\\Users\johnp\Documents\ECE_NTUA\diploma\diploma_dataset_github\raw_text_data\all_files,212157,1,1670933814138,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20221101001494_1.docx,
27,1667167200000,ΙΗ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),Δ' Σύνοδος,ΙΖ',https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#ebab8f41-6130-4843-97ed-af4000b0e436,https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=f3607b32-9910-4d57-9ac4-af3f013ac650,20221031001493_1.docx,C:\\Users\johnp\Documents\ECE_NTUA\diploma\diploma_dataset_github\raw_text_data\all_files,73488,1,1670933814135,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20221031001493_1.docx,
28,1666731600000,ΙΗ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),Δ' Σύνοδος,ΙΣΤ',https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#5382be57-b486-4d44-b6bf-af3b00aec8f6,https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=2a189c5b-72f1-46ae-b223-af3a017ae92d,20221026001492_1.docx,C:\\Users\johnp\Documents\ECE_NTUA\diploma\diploma_dataset_github\raw_text_data\all_files,307346,1,1670933814132,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20221026001492_1.docx,
29,1666645200000,ΙΗ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),Δ' Σύνοδος,ΙΕ',https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#39ee2538-ccae-4052-b022-af3a00b56592,https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=6cc130b5-be23-4a6c-ae45-af39015ad601,20221025001491_1.docx,C:\\Users\johnp\Documents\ECE_NTUA\diploma\diploma_dataset_github\raw_text_data\all_files,314382,1,1670933814129,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20221025001491_1.docx,
30,1666558800000,ΙΗ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),Δ' Σύνοδος,ΙΔ',https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#87173f6b-18bf-49c0-8c20-af3900ae5614,https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=7dc18c72-e19e-456c-b95f-af380167aa34,20221024001490_1.docx,C:\\Users\johnp\Documents\ECE_NTUA\diploma\diploma_dataset_github\raw_text_data\all_files,189580,1,1670933814126,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20221024001490_1.docx,
31,1666299600000,ΙΗ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),Δ' Σύνοδος,ΙΓ',https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#5a82e9ef-41a5-481f-9565-af36010af896,https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=122c3882-4234-413d-b039-af350155fee0,20221021001489_1.docx,C:\\Users\johnp\Documents\ECE_NTUA\diploma\diploma_dataset_github\raw_text_data\all_files,375117,1,1670933814123,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20221021001489_1.docx,
32,1666213200000,ΙΗ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),Δ' Σύνοδος,ΙΒ',https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#400fb402-71dd-4929-b3b1-af3400d43340,https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=3bf58997-ae97-446e-bd06-af3400e368e5,20221020001488_1.docx,C:\\Users\johnp\Documents\ECE_NTUA\diploma\diploma_dataset_github\raw_text_data\all_files,97337,1,1670933814120,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20221020001488_1.docx,
33,1666126800000,ΙΗ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),Δ' Σύνοδος,ΙΑ',https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#a616b158-0dc4-4ede-b009-af3300d733ad,https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=e756a103-2c05-4234-97d7-af3300ee644c,20221019001487_1.docx,C:\\Users\johnp\Documents\ECE_NTUA\diploma\diploma_dataset_github\raw_text_data\all_files,124877,1,1670933814116,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20221019001487_1.docx,
